# YTID, start_seconds, end_seconds, positive_labels,label_count,label_names
-bZ4yrpTcjw,440.0,450.0,"/m/01d380,/m/07k1x,/m/0_ksk",3,Drill|Tools|Power tool
-bgHkxwoliw,30.0,40.0,"/m/04rlf,/m/04wptg",2,Music|Wedding music
-c7hCWwTlrY,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0fd3y",3,Music|Speech|Ambient music
-cA9HsnV1ao,30.0,40.0,/m/03wvsk,1,Hair dryer
-cj4S5lJmYE,30.0,40.0,/m/0939n_,1,Gargling
-ct58kOlLfs,30.0,40.0,"/m/019jd,/m/02rlv9",2,"Boat, Water vehicle|Motorboat, speedboat"
-d6lM-axSS8,170.0,180.0,"/m/04rlf,/m/07rrh0c,/t/dd00125",3,"Music|Thunk|Inside, small room"
-dL27atcAig,80.0,90.0,/m/0cj0r,1,Pink noise
-dL_J5KkKZQ,30.0,40.0,"/m/04rlf,/m/07pws3f",2,Music|Bang
-dVgUSrR8g4,30.0,40.0,"/m/03lty,/m/04rlf,/m/0dl5d",3,Heavy metal|Music|Progressive rock
-e4wXAy1iVo,0.0,10.0,"/m/015lz1,/m/04rlf,/m/07xzm",3,Singing|Music|Ukulele
-eDAoheZrY8,30.0,40.0,"/m/04rlf,/t/dd00036",2,Music|Angry music
-eK9VHuiH74,30.0,40.0,/m/0150b9,1,Change ringing (campanology)
-eabL1vJMt0,150.0,160.0,/m/01lsmm,1,Scissors
-f1DNyngKVY,30.0,40.0,"/m/015vgc,/m/04rlf,/m/0jtg0",3,Carnatic music|Music|Sitar
-f6s6kQEHFY,0.0,10.0,"/m/04rlf,/t/dd00033",2,Music|Sad music
-fAGzY9rnaA,30.0,40.0,"/m/02zsn,/m/04rlf,/m/04s8yn,/m/07r5c2p,/m/09x0r",5,"Female speech, woman speaking|Music|Crow|Caw|Speech"
-fJsZm3YRc0,30.0,40.0,"/m/02rhddq,/m/07r04,/m/0gvgw0",3,Reversing beeps|Truck|Air brake
-fP3n8D3sD4,20.0,30.0,/m/03wvsk,1,Hair dryer
-fPdOa99Iwg,30.0,40.0,"/m/07s04w4,/t/dd00001",2,Snicker|Baby laughter
-fTfRh0_RQ4,30.0,40.0,/t/dd00134,1,Car passing by
-fmmdkXn5YA,210.0,220.0,"/m/07sq110,/m/09x0r,/t/dd00127",3,"Belly laugh|Speech|Inside, public space"
-fz6omiAhZ8,40.0,50.0,"/m/07qv_d5,/m/0912c9,/m/09x0r",3,"Toot|Vehicle horn, car horn, honking|Speech"
-gAzofSmRiY,21.0,31.0,"/m/07pdhp0,/m/09x0r",2,Biting|Speech
-gBOhfAyaGI,30.0,40.0,/m/07bjf,1,Single-lens reflex camera
-gCqnkIUmp0,140.0,150.0,"/m/0261r1,/m/04rlf,/m/09x0r,/t/dd00125",4,"Babbling|Music|Speech|Inside, small room"
-gKMeeAk460,230.0,240.0,"/m/05zc1,/t/dd00077",2,Pulleys|Mechanisms
-gSfPQqi6nI,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",5,"Cat|Domestic animals, pets|Meow|Caterwaul|Animal"
-gbWL7MJ_kI,210.0,220.0,/m/05lls,1,Opera
-geVmY-Zo3E,30.0,40.0,"/m/04rlf,/m/07sr1lc,/m/09x0r",3,Music|Yell|Speech
-gz_moHFwl4,16.0,26.0,"/m/03k3r,/m/07q5rw0,/m/07rv9rh,/m/09x0r,/m/0jbk",5,"Horse|Neigh, whinny|Clip-clop|Speech|Animal"
-h5ZGw9Ci5c,450.0,460.0,"/m/026t6,/m/02hnl,/m/02k_mr,/m/03t3fj,/m/0bm02,/m/0l14md",6,Drum|Drum kit|Drum roll|Rimshot|Bass drum|Percussion
-hA3ZkfDz30,500.0,510.0,/m/0d31p,1,Vacuum cleaner
-hJ1YTZ5AGI,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00003",3,Music|Speech|Male singing
-hSMzrWZCAE,30.0,40.0,"/m/02x8m,/m/04rlf,/m/064t9,/m/06rqw,/t/dd00035",5,Funk|Music|Pop music|Ska|Exciting music
-hYRFCQdbLg,30.0,40.0,"/m/04rlf,/m/04szw,/m/0l156b",3,Music|Musical instrument|Steelpan
-hedbpc8T0E,30.0,40.0,/m/0261r1,1,Babbling
-hfAbHHlj44,30.0,40.0,"/m/03qtwd,/m/04gy_2",2,Crowd|Battle cry
-hn5Sfg7kX0,0.0,10.0,/m/07r4gkf,1,Patter
-hss7xpzIVc,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00003",3,Music|Speech|Male singing
-i9gpG3vPwA,30.0,40.0,"/m/04rlf,/m/07qsvvw",2,"Music|Burst, pop"
-i9uQMysy_A,80.0,90.0,"/m/02cz_7,/m/04rlf",2,Beatboxing|Music
-inB65exXFU,30.0,40.0,"/m/032s66,/m/0_1c",2,"Gunshot, gunfire|Artillery fire"
-ixJaWvAkSw,30.0,40.0,"/m/04rlf,/t/dd00033",2,Music|Sad music
-izmQQrgmsQ,80.0,90.0,/m/096m7z,1,Noise
-jA7nRwQp_E,30.0,40.0,/m/05pd6,1,Orchestra
-jDJ7EqnT2s,170.0,180.0,"/m/07q6cd_,/m/09x0r,/t/dd00125",3,"Squeak|Speech|Inside, small room"
-jFSYIHh6zc,30.0,40.0,"/m/07qz6j3,/m/09x0r",2,Whimper|Speech
-jLujkP1aaw,30.0,40.0,"/m/04rlf,/m/07bjf,/m/09x0r",3,Music|Single-lens reflex camera|Speech
-jZENGDFArw,80.0,90.0,"/m/09x0r,/m/0l15bq,/m/0ytgt",3,"Speech|Clapping|Child speech, kid speaking"
-jaY3LS3Dv0,30.0,40.0,"/m/09x0r,/m/0k65p,/m/0ytgt",3,"Speech|Hands|Child speech, kid speaking"
-jcBFqcdpuI,6.0,16.0,/m/0dl9sf8,1,Throat clearing
-ji1W2uf7iM,30.0,40.0,"/m/02mk9,/t/dd00067",2,Engine|Heavy engine (low frequency)
-k-hxP5eWko,30.0,40.0,"/m/01yg9g,/m/09x0r",2,Lawn mower|Speech
-kE7IL6pnKU,20.0,30.0,"/m/01v_m0,/m/0hdsk",2,Sine wave|Chirp tone
-kJqHrf-1mM,30.0,40.0,"/m/028sqc,/m/02w4v,/m/04rlf,/m/0dq0md",4,Music of Asia|Folk music|Music|Music of Bollywood
-kPDH9n0PG4,310.0,320.0,"/m/01g50p,/m/0284vy3,/m/06d_3,/m/07jdr,/m/07rwm0c",5,"Railroad car, train wagon|Train horn|Rail transport|Train|Clickety-clack"
-kS4J9hxMLQ,70.0,80.0,"/m/07p9k1k,/m/07ptfmf",2,Sizzle|Stir
-kWlE2dkoxc,170.0,180.0,/m/0d31p,1,Vacuum cleaner
-kZVoaYYU6o,0.0,8.0,"/m/01bjv,/m/07yv9",2,Bus|Vehicle
-klFrl9cscc,60.0,70.0,"/m/07qc9xj,/m/09x0r",2,Clicking|Speech
-kpR93atgd8,30.0,40.0,"/m/015y_n,/m/0164x2,/m/04rlf,/m/06cqb",4,Swing music|Music of Africa|Music|Reggae
-l-E3kyNcag,150.0,160.0,"/m/01kcd,/m/0319l,/m/07c6l,/m/07gql",4,Brass instrument|French horn|Trombone|Trumpet
-lJctvybAJ8,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0dwt5",3,Music|Speech|Vibraphone
-lK7eYXq2ZQ,30.0,40.0,"/m/06bz3,/m/09x0r",2,Radio|Speech
-lPXTBXa0tE,30.0,40.0,"/m/01glhc,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/06w87,/m/07s0s5r,/m/0fx80y",8,"Tapping (guitar technique)|Guitar|Acoustic guitar|Music|Musical instrument|Steel guitar, slide guitar|Strum|Plucked string instrument"
-lU8pMETgCM,200.0,210.0,/m/0150b9,1,Change ringing (campanology)
-lcKnmO7gfo,10.0,20.0,"/m/028v0c,/m/07ppn3j,/t/dd00125",3,"Silence|Sniff|Inside, small room"
-lci0RRFlkA,450.0,460.0,/m/016622,1,Tubular bells
-ltdnlF_qMU,21.0,31.0,"/m/04rlf,/m/07bjf",2,Music|Single-lens reflex camera
-luHnEomUxM,30.0,40.0,/m/07pczhz,1,Chop
-m9pH0WXQto,110.0,120.0,"/m/04rlf,/m/07qsvvw",2,"Music|Burst, pop"
-mKtgDnG0oM,30.0,40.0,"/m/04rlf,/m/09x0r,/t/dd00004",3,Music|Speech|Female singing
-mN6UH1Gd40,30.0,40.0,"/m/04k94,/m/07p7b8y,/m/09x0r",3,Liquid|Fill (with liquid)|Speech
-mmJqfAGvGs,150.0,160.0,/m/0dl83,1,Arrow
-mpapCZXors,330.0,340.0,"/m/01g90h,/m/09x0r",2,Stomach rumble|Speech
-mt3Oo7t3aw,30.0,40.0,"/m/032s66,/m/0_1c",2,"Gunshot, gunfire|Artillery fire"
-n53K1XWaMc,10.0,20.0,/m/02qmj0d,1,String section
-nDPmlHReow,60.0,70.0,"/m/03qtwd,/m/053hz1,/t/dd00135",3,Crowd|Cheering|Children shouting
-nJbGyPg6BY,60.0,70.0,"/m/028ght,/m/09x0r",2,Applause|Speech
-nQ9a0P1TlY,23.0,33.0,/t/dd00005,1,Child singing
-na-0NBG5Ow,1.0,11.0,"/m/07st88b,/m/09ld4",2,Croak|Frog
-nlkWWphiaM,30.0,40.0,"/m/02w4v,/m/042v_gx,/m/04rlf,/m/06j64v",4,Folk music|Acoustic guitar|Music|Middle Eastern music
-nv4LwXRnCg,100.0,110.0,"/m/07cx4,/m/09x0r",2,Telephone|Speech
-o4TvhpbeTY,150.0,160.0,/m/027m70_,1,Jingle bell
-oC3FVOx62g,40.0,50.0,/m/01v_m0,1,Sine wave
-oCfYDEa8EE,30.0,40.0,/m/01jg1z,1,Heart murmur
-oGJwGEsIiA,90.0,100.0,"/m/07rrlb6,/m/09x0r",2,"Splash, splatter|Speech"
-oSzD8P2BtU,30.0,40.0,/m/02rhddq,1,Reversing beeps
-ocADGlyaHc,30.0,40.0,"/m/07yv9,/m/09ct_,/m/0k5j",3,Vehicle|Helicopter|Aircraft
-p-pVVp0Ibo,20.0,30.0,"/m/06bz3,/m/07qfr4h,/m/08p9q4",3,"Radio|Hubbub, speech noise, speech babble|Sidetone"
-pBFsYisTCM,10.0,20.0,"/m/0dwt5,/m/0ytgt",2,"Vibraphone|Child speech, kid speaking"
-pDS3yN4B1s,50.0,60.0,"/m/068zj,/m/09x0r,/m/0jbk",3,Pig|Speech|Animal
-pSCyvWA9iM,20.0,30.0,"/m/032s66,/m/04zjc",2,"Gunshot, gunfire|Machine gun"
-pUfYFcsgG4,0.0,10.0,"/m/0395lw,/m/04rlf,/t/dd00128",3,"Bell|Music|Outside, urban or manmade"
-q56v8eoD2I,30.0,40.0,"/m/07s02z0,/m/09x0r",2,Squeal|Speech
-q6f1XIGuL4,100.0,110.0,/m/07mzm6,1,Wheeze
-qBctCzLI5s,50.0,60.0,"/m/068zj,/m/09x0r,/m/0jbk,/t/dd00125",4,"Pig|Speech|Animal|Inside, small room"
-qS77R0Y1K8,30.0,40.0,"/m/015p6,/m/020bb7,/m/07r_25d,/m/0h0rv",4,"Bird|Bird vocalization, bird call, bird song|Coo|Pigeon, dove"
-q_bj2uHkWc,30.0,40.0,/m/02yds9,1,Purr
-qcTD2o6I9s,30.0,40.0,"/m/026z9,/m/04rlf,/m/07gxw,/m/07lnk,/m/07s72n,/m/0ggx5q,/m/0glt670",7,Disco|Music|Techno|Trance music|Dubstep|Dance music|Hip hop music
-qfsR2ZEUcw,30.0,40.0,"/m/07pjwq1,/m/09x0r",2,Buzz|Speech
-qpgeVTesdE,470.0,480.0,"/m/01lsmm,/m/09x0r,/t/dd00125",3,"Scissors|Speech|Inside, small room"
-qtYcqvW_oc,330.0,340.0,/m/05pd6,1,Orchestra
-qxw8nbLj_0,0.0,9.0,/m/0j2kx,1,Waterfall
-r2-9oyIzkQ,30.0,40.0,"/m/04rlf,/t/dd00003",2,Music|Male singing
-rb6uia1wSo,190.0,200.0,"/m/01wy6,/m/085jw",2,"Clarinet|Wind instrument, woodwind instrument"
-rj9TENwPzQ,190.0,200.0,"/m/04rlf,/m/07sr1lc,/m/09x0r,/t/dd00128",4,"Music|Yell|Speech|Outside, urban or manmade"
-rrK6gbh3so,0.0,10.0,"/m/09x0r,/t/dd00088",2,Speech|Gush
-s5ZidRvnjQ,250.0,260.0,/m/0l14t7,1,Singing bowl
-s8GfWT7_I0,470.0,480.0,/m/07q6cd_,1,Squeak
-sEh3pYmT1E,140.0,150.0,/m/07qqyl4,1,Boom
-sPPlSb2CCo,30.0,40.0,"/m/04rlf,/m/07bjf,/m/09x0r",3,Music|Single-lens reflex camera|Speech
-sbrgNGuWXE,270.0,280.0,"/m/085jw,/m/0l14j_",2,"Wind instrument, woodwind instrument|Flute"
-sevczF5etI,30.0,40.0,"/m/025td0t,/m/04rlf,/t/dd00033",3,Background music|Music|Sad music
-spqqACI6UQ,70.0,80.0,"/m/06_fw,/m/09x0r",2,Skateboard|Speech
-suGlxVxdCM,30.0,40.0,"/m/02p0sh1,/m/04rlf,/m/09x0r",3,Traditional music|Music|Speech
-t-htrAtNvM,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r",4,Reversing beeps|Truck|Vehicle|Speech
-tBM2ZfncoU,30.0,40.0,/m/0c1dj,1,Sound effect
-tKZOl4q1Kw,20.0,30.0,"/m/02lkt,/m/04rlf",2,Electronic music|Music
-taO6N-rxv4,30.0,40.0,"/m/04rlf,/m/07swgks",2,Music|Gurgling
-toIkHblwZU,70.0,80.0,/m/07r4k75,1,Grunt
-tpq_bzSKes,10.0,20.0,"/m/0140xf,/m/01c194,/m/04rlf",3,Christmas music|Mantra|Music
-tptsFSnu60,235.0,245.0,/m/03wvsk,1,Hair dryer
-uGHAvfqs2I,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",5,"Cat|Domestic animals, pets|Meow|Caterwaul|Animal"
-uaTK8sa5Ms,10.0,20.0,"/m/018j2,/m/04rlf",2,Banjo|Music
-vBj0PZ1RF0,9.0,19.0,"/m/028ght,/m/04rlf,/m/07plz5l",3,Applause|Music|Sigh
-vRhQeleXzE,0.0,10.0,"/m/05x_td,/m/07qv_d5,/m/07yv9,/m/0btp2,/m/0k4j,/t/dd00128",6,"Air horn, truck horn|Toot|Vehicle|Traffic noise, roadway noise|Car|Outside, urban or manmade"
-vZ-_4oFCzs,17.0,27.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2,/m/0jbk",5,"Cat|Domestic animals, pets|Meow|Caterwaul|Animal"
-vg8ttgP32I,18.0,28.0,/t/dd00134,1,Car passing by
-w12aSkQ9No,30.0,40.0,"/m/01lyv,/m/04rlf,/m/05lls",3,Country|Music|Opera
-w8maIWtnUk,30.0,40.0,"/m/01b9nn,/m/01jnbd,/m/02rr_,/m/02sgy,/m/04rlf",5,Reverberation|Echo|Effects unit|Electric guitar|Music
-wHOJSFITTg,20.0,30.0,/m/0939n_,1,Gargling
-wQ8El8J_dE,30.0,40.0,"/m/02dgv,/m/02y_763,/m/09x0r",3,Door|Sliding door|Speech
-wiXdIMwM-I,30.0,40.0,"/m/04rlf,/m/07qcpgn,/m/07r4wb8,/m/09x0r",4,Music|Tap|Knock|Speech
-wnDAPcoPsk,30.0,40.0,"/m/013y1f,/m/03gvt",2,Organ|Hammond organ
-wwmAy7sUrM,29.0,39.0,"/m/04rlf,/m/07q7njn",2,"Music|Chink, clink"
-wymN80CiYU,130.0,140.0,"/m/04rlf,/t/dd00031",2,Music|Happy music
-xCaTrKy1CI,0.0,10.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj",3,"Marimba, xylophone|Glockenspiel|Mallet percussion"
-xQbyezhw_k,40.0,50.0,/m/03wvsk,1,Hair dryer
-xfgovG6-KU,30.0,40.0,"/m/02dgv,/m/02y_763,/m/09x0r",3,Door|Sliding door|Speech
-xuq3kOwGGw,30.0,40.0,"/m/07rqsjt,/m/0c1dj",2,"Whoosh, swoosh, swish|Sound effect"
-xvjztZlMZE,30.0,40.0,"/m/04rlf,/m/07pt_g0",2,Music|Pulse
-yTHDQZL1dE,30.0,40.0,"/m/07s34ls,/t/dd00066",2,Whir|Medium engine (mid frequency)
-yc2dgZAkgM,1.0,11.0,"/m/04rlf,/m/07q6cd_,/m/09x0r",3,Music|Squeak|Speech
-yrutqBKk-U,30.0,40.0,"/m/07c52,/m/09x0r",2,Television|Speech
-z3n74RK92U,6.0,16.0,"/m/01h82_,/m/02mk9,/m/09x0r",3,Engine knocking|Engine|Speech
-z4OZ7ls5Bo,540.0,550.0,"/m/04rlf,/m/04szw,/m/07xzm,/m/09x0r,/m/0fx80y",5,Music|Musical instrument|Ukulele|Speech|Plucked string instrument
-zCtwbk005g,30.0,40.0,"/m/01yrx,/m/068hy,/m/07qrkrw,/m/07r81j2",4,"Cat|Domestic animals, pets|Meow|Caterwaul"
-zI7FN8cMIE,130.0,140.0,"/m/07qv_d5,/m/07yv9,/m/0912c9,/m/0k4j",4,"Toot|Vehicle|Vehicle horn, car horn, honking|Car"
-zNEcuo28oE,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9",3,Reversing beeps|Truck|Vehicle
-zgGL2o1jqw,80.0,90.0,"/m/01jt3m,/m/0838f",2,Toilet flush|Water
-znnr5EbiAc,7.0,17.0,/m/07rqsjt,1,"Whoosh, swoosh, swish"
0-2Onbywljo,380.0,390.0,"/m/04rlf,/m/068zj,/m/07r4k75,/m/09x0r",4,Music|Pig|Grunt|Speech
0-6N0Qagy5A,10.0,20.0,"/m/04rlf,/m/0gy1t2s,/m/0l14qv",3,Music|Bicycle bell|Synthesizer
0-7PyzhzuYQ,30.0,40.0,"/m/016cjb,/m/02w4v,/m/0326g,/m/04rlf,/m/0dq0md,/m/0g293,/m/0gg8l",7,Gospel music|Folk music|Flamenco|Music|Music of Bollywood|Music of Latin America|Bluegrass
0-EgET9q3qE,30.0,40.0,"/m/013y1f,/m/03xq_f",2,Organ|Electronic organ
0-Hzui4Qpl4,40.0,50.0,"/m/09x0r,/m/0dv3j",2,Speech|Boiling
0-N62G9etNE,30.0,40.0,"/m/04rlf,/m/07s2xch,/m/09x0r,/m/0g293",4,Music|Groan|Speech|Music of Latin America
0-ljtP6WJrI,30.0,40.0,/m/01w250,1,Whistling
0-o0oZvSFOk,30.0,40.0,"/m/07bgp,/m/07q0h5t,/m/09x0r",3,Sheep|Bleat|Speech
0-yskgO46Bg,30.0,40.0,"/m/08j51y,/m/09x0r",2,"Dental drill, dentist's drill|Speech"
007P6bFgRCU,10.0,20.0,"/m/01kcd,/m/07gql",2,Brass instrument|Trumpet
00AGIhlv-w0,300.0,310.0,"/m/023vsd,/m/07pdjhy,/m/083vt",3,Sanding|Rub|Wood
00FBAdjlF4g,30.0,40.0,/m/07qh7jl,1,Creak
00G2vNrTnCc,10.0,20.0,"/m/04rlf,/m/07pt_g0,/m/09x0r",3,Music|Pulse|Speech
00KM53yZi2A,30.0,40.0,/m/01m4t,1,Printer
00Q0fheyPoQ,50.0,60.0,"/m/04rlf,/m/05fw6t,/m/07qyrcz",3,Music|Music for children|Plop
00XaUxjGuX8,170.0,180.0,/m/07pqn27,1,Bouncing
00cREXaIlnQ,30.0,40.0,"/m/019jd,/m/056ks2",2,"Boat, Water vehicle|Rowboat, canoe, kayak"
00cjBW18AMM,30.0,40.0,"/m/04rlf,/t/dd00032",2,Music|Funny music
00iiNF4tn4o,24.0,34.0,/m/04zmvq,1,Train whistle
00mJnXKtToE,6.0,16.0,"/m/04rlf,/m/07qsvvw",2,"Music|Burst, pop"
00vYncpl0pk,30.0,40.0,"/m/01z7dr,/m/04rlf",2,Video game music|Music
00wORCOKNHw,14.0,24.0,/m/07rv9rh,1,Clip-clop
00z0M1DJyAw,90.0,100.0,"/m/01rd7k,/m/025rv6n,/m/07svc2k",3,Turkey|Fowl|Gobble
01CiQ6VDxbo,30.0,40.0,/m/07sr1lc,1,Yell
01SaXyGY5SM,30.0,40.0,"/m/01yrx,/m/068hy,/m/07r81j2,/m/09x0r,/m/0jbk",5,"Cat|Domestic animals, pets|Caterwaul|Speech|Animal"
01he_d18c8o,50.0,60.0,"/m/04zmvq,/m/06hck5",2,Train whistle|Steam whistle
01x0zZpL87I,19.0,29.0,"/m/07qmpdm,/m/09x0r",2,Clatter|Speech
02-0m4RbDUI,30.0,40.0,"/m/02dgv,/m/07r4wb8,/m/09x0r",3,Door|Knock|Speech
02Ak1eIyj3M,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",3,Ambulance (siren)|Emergency vehicle|Siren
02Fdq2tyIWI,0.0,10.0,"/m/04rlf,/t/dd00031",2,Music|Happy music
02UvvE1oA1I,30.0,40.0,"/m/04rlf,/m/07q0h5t",2,Music|Bleat
02XbmweOzOY,70.0,80.0,/m/03p19w,1,Jackhammer
03IZHwOh2eQ,240.0,250.0,/m/03cczk,1,"Chewing, mastication"
03Q2SbeP_cw,30.0,40.0,"/m/012n7d,/m/03j1ly,/m/03kmc9",3,Ambulance (siren)|Emergency vehicle|Siren
03Uz8L0u07Q,480.0,490.0,"/m/01280g,/m/0jbk",2,Wild animals|Animal
03aJ_RcnBko,550.0,560.0,/m/03l9g,1,Hammer
03c-hmoUfuc,30.0,40.0,"/m/07pp8cl,/m/09x0r,/t/dd00125",3,"Telephone bell ringing|Speech|Inside, small room"
03c2pnO2Xv0,30.0,40.0,/m/07plct2,1,Crushing
03zeVlBWhdY,30.0,40.0,"/m/07qz6j3,/m/09x0r",2,Whimper|Speech
0439dMJj-FY,30.0,40.0,"/m/0jb2l,/m/0ngt1",2,Thunderstorm|Thunder
043ltTrTSno,150.0,160.0,"/m/04rlf,/t/dd00006",2,Music|Synthetic singing
0474eRAlFLY,30.0,40.0,"/m/0192l,/m/085jw",2,"Bagpipes|Wind instrument, woodwind instrument"
04ChQ0fqzxQ,120.0,130.0,"/m/05rj2,/m/09x0r",2,Shuffling cards|Speech
04ISXje8c_g,11.0,21.0,"/m/04rlf,/m/07qwdck,/m/09x0r",3,Music|Ping|Speech
04NjXsLyCl4,30.0,40.0,"/m/04rlf,/m/07qn4z3",2,Music|Rattle
04QV0Xi5YTk,30.0,40.0,"/m/01bns_,/m/0d8_n",2,Zither|Pizzicato
04xLK7R5wNA,230.0,240.0,/m/07s12q4,1,Crunch
054iiUoKoyo,10.0,20.0,"/m/0l14gg,/m/0l14qv",2,Soundtrack music|Synthesizer
055kC3FYxK0,11.0,21.0,"/m/04rlf,/m/07pws3f,/m/09x0r",3,Music|Bang|Speech
05JAmKFVy44,20.0,30.0,"/m/04rlf,/m/07qjznl",2,Music|Tick-tock
05rzRNMhoL0,30.0,40.0,/m/07pczhz,1,Chop
06GhXB2_XNE,30.0,40.0,"/m/0140xf,/m/04rlf",2,Christmas music|Music
06Nq51sogmQ,10.0,20.0,"/m/02bm9n,/m/0l7xg,/t/dd00077",3,"Ratchet, pawl|Gears|Mechanisms"
06pzMwo6VHA,120.0,130.0,"/m/0dwsp,/m/0dwtp,/m/0j45pbj",3,"Marimba, xylophone|Glockenspiel|Mallet percussion"
06rCpqwkcDw,10.0,20.0,"/m/01d3sd,/m/068hy,/m/0bt9lr,/m/0jbk",4,"Snoring|Domestic animals, pets|Dog|Animal"
06si40RVDco,30.0,40.0,"/m/04_sv,/m/07pb8fc,/m/07yv9,/t/dd00066",4,Motorcycle|Idling|Vehicle|Medium engine (mid frequency)
076qdKSC8nU,30.0,40.0,"/m/01glhc,/m/02sgy,/m/0342h,/m/04rlf,/m/09x0r,/m/0g12c5",6,Tapping (guitar technique)|Electric guitar|Guitar|Music|Speech|Distortion
077aWlQn6XI,30.0,40.0,"/m/02rhddq,/m/07r04,/m/07yv9,/m/09x0r",4,Reversing beeps|Truck|Vehicle|Speech
07AQUF6A_mg,290.0,300.0,/m/03l9g,1,Hammer
07FxCXxknY4,30.0,40.0,"/m/018vs,/m/0342h,/m/042v_gx,/m/04rlf,/m/04szw,/m/07s0s5r,/t/dd00031",7,Bass guitar|Guitar|Acoustic guitar|Music|Musical instrument|Strum|Happy music
07I7v5ISD7Y,350.0,360.0,/m/03wvsk,1,Hair dryer
07mCK08xGRc,10.0,20.0,"/m/04rlf,/m/07pws3f,/m/09x0r",3,Music|Bang|Speech
07rwFurzpw8,21.0,31.0,"/m/04rlf,/m/07bjf,/m/09x0r",3,Music|Single-lens reflex camera|Speech
07xGXxIHOL4,110.0,120.0,"/m/04rlf,/m/04wptg",2,Music|Wedding music
08Cm_RuvHmk,0.0,10.0,"/m/01bns_,/m/0d8_n",2,Zither|Pizzicato
08QQAMaw24E,30.0,40.0,"/m/04rlf,/m/07pws3f",2,Music|Bang
08Ua8a01P5g,13.0,23.0,"/m/07pc8lb,/m/09x0r",2,Breaking|Speech
08mf5GxT820,30.0,40.0,"/m/04rlf,/m/07qv_x_",2,Music|Shuffle
08pYl8L1y-g,50.0,60.0,"/m/07qw_06,/m/09x0r",2,"Wail, moan|Speech"
08wKt83tR5E,30.0,40.0,"/m/04rlf,/m/07brj",2,Music|Tambourine
08wOPt-2PeE,90.0,100.0,/m/01swy6,1,Yodeling
097K1uMIPyQ,30.0,40.0,"/m/04rlf,/m/09x0r,/m/0brhx",3,Music|Speech|Speech synthesizer
098xwjCQmHc,210.0,220.0,/m/015y_n,1,Swing music
09RRavdW3C0,30.0,40.0,"/m/04rlf,/m/07yv9,/m/09x0r,/t/dd00130",4,Music|Vehicle|Speech|Engine starting
09kqMqn5rWs,260.0,270.0,"/m/09x0r,/m/0ytgt,/t/dd00013,/t/dd00129",4,"Speech|Child speech, kid speaking|Children playing|Outside, rural or natural"
09lQmg2wvsY,100.0,110.0,"/m/01v1d8,/m/04rlf",2,Sampler|Music
09pZj6CEvRw,250.0,260.0,/m/03w41f,1,Church bell
09rHHvq75-U,0.0,10.0,/m/0hdsk,1,Chirp tone
0A-VisU1k8U,370.0,380.0,/m/0dl83,1,Arrow
0AA0R8gbxcI,30.0,40.0,"/m/01b9nn,/m/07hvw1,/m/09x0r",3,Reverberation|Field recording|Speech
0ARh-9Amrv0,260.0,270.0,"/m/07r4wb8,/m/09x0r",2,Knock|Speech
0AkRWunFZPk,190.0,200.0,"/m/07s12q4,/m/09x0r",2,Crunch|Speech
0AqnCSdkjQ0,10.0,20.0,"/m/04k94,/m/07r5v4s",2,Liquid|Drip
0B7fwvTtvLM,0.0,8.0,"/m/018w8,/m/07pqc89",2,"Basketball bounce|Trickle, dribble"
0BCXcbaLeoA,30.0,40.0,"/m/07pc8lb,/m/07q7njn",2,"Breaking|Chink, clink"
0BauNGmZtTU,250.0,260.0,"/m/06mb1,/m/0jb2l,/m/0ngt1,/t/dd00038",4,Rain|Thunderstorm|Thunder|Rain on surface
0BgI0XxW0kE,340.0,350.0,"/m/025wky1,/m/09x0r",2,Air conditioning|Speech
0BlmXxLck5g,30.0,40.0,/t/dd00006,1,Synthetic singing
0CA5CPHRXDc,0.0,8.0,"/m/03vt0,/m/09f96,/m/0h2mp",3,"Insect|Mosquito|Fly, housefly"
0CJFt950vOk,30.0,40.0,"/m/03kmc9,/m/0dgbq",2,Siren|Civil defense siren
0CTgEP0SIVg,10.0,20.0,"/m/015p6,/m/020bb7,/m/03vt0,/m/07pggtn,/m/09xqv",5,"Bird|Bird vocalization, bird call, bird song|Insect|Chirp, tweet|Cricket"
0CbBZ-XeZNU,250.0,260.0,"/m/015p6,/m/06_y0by,/m/0j6m2",3,Bird|Environmental noise|Stream
0Cd8q2Zg1Mc,25.0,35.0,/m/01d3sd,1,Snoring
0Cl6hXpryhY,30.0,40.0,"/m/018w8,/m/07r4k75",2,Basketball bounce|Grunt
